1,0,0
0.99799,0.048586,0.040768
0.99195,0.096975,0.081372
0.98193,0.14497,0.12165
0.96795,0.19239,0.16143
0.95007,0.23903,0.20057
0.92837,0.28471,0.2389
0.90293,0.32924,0.27627
0.87385,0.37245,0.31252
0.84125,0.41415,0.34752
0.80527,0.45419,0.38111
0.76604,0.4924,0.41318
0.72373,0.52863,0.44357
0.67851,0.56273,0.47219
0.63055,0.59456,0.4989
0.58006,0.624,0.5236
0.52723,0.65093,0.54619
0.47227,0.67523,0.56659
0.41542,0.69682,0.5847
0.35689,0.7156,0.60046
0.29692,0.7315,0.6138
0.23576,0.74445,0.62467
0.17365,0.75441,0.63302
0.11084,0.76132,0.63883
0.047582,0.76518,0.64206
-0.015866,0.76595,0.64271
-0.07925,0.76364,0.64077
-0.14231,0.75825,0.63624
-0.20481,0.74981,0.62916
-0.26647,0.73835,0.61955
-0.32707,0.72391,0.60743
-0.38635,0.70656,0.59288
-0.44407,0.68637,0.57593
-0.5,0.66341,0.55667
-0.55392,0.63779,0.53517
-0.60561,0.60959,0.51151
-0.65486,0.57894,0.48579
-0.70147,0.54596,0.45811
-0.74526,0.51077,0.42859
-0.78605,0.47354,0.39734
-0.82368,0.43439,0.3645
-0.85798,0.3935,0.33019
-0.88884,0.35102,0.29454
-0.91611,0.30713,0.25771
-0.93969,0.262,0.21985
-0.95949,0.21582,0.18109
-0.97543,0.16877,0.14161
-0.98744,0.12104,0.10156
-0.99547,0.072817,0.061101
-0.9995,0.024305,0.020394
-0.9995,-0.024305,-0.020394
-0.99547,-0.072817,-0.061101
-0.98744,-0.12104,-0.10156
-0.97543,-0.16877,-0.14161
-0.95949,-0.21582,-0.18109
-0.93969,-0.262,-0.21985
-0.91611,-0.30713,-0.25771
-0.88884,-0.35102,-0.29454
-0.85798,-0.3935,-0.33019
-0.82368,-0.43439,-0.3645
-0.78605,-0.47354,-0.39734
-0.74526,-0.51077,-0.42859
-0.70147,-0.54596,-0.45811
-0.65486,-0.57894,-0.48579
-0.60561,-0.60959,-0.51151
-0.55392,-0.63779,-0.53517
-0.5,-0.66341,-0.55667
-0.44407,-0.68637,-0.57593
-0.38635,-0.70656,-0.59288
-0.32707,-0.72391,-0.60743
-0.26647,-0.73835,-0.61955
-0.20481,-0.74981,-0.62916
-0.14231,-0.75825,-0.63624
-0.07925,-0.76364,-0.64077
-0.015866,-0.76595,-0.64271
0.047582,-0.76518,-0.64206
0.11084,-0.76132,-0.63883
0.17365,-0.75441,-0.63302
0.23576,-0.74445,-0.62467
0.29692,-0.7315,-0.6138
0.35689,-0.7156,-0.60046
0.41542,-0.69682,-0.5847
0.47227,-0.67523,-0.56659
0.52723,-0.65093,-0.54619
0.58006,-0.624,-0.5236
0.63055,-0.59456,-0.4989
0.67851,-0.56273,-0.47219
0.72373,-0.52863,-0.44357
0.76604,-0.4924,-0.41318
0.80527,-0.45419,-0.38111
0.84125,-0.41415,-0.34752
0.87385,-0.37245,-0.31252
0.90293,-0.32924,-0.27627
0.92837,-0.28471,-0.2389
0.95007,-0.23903,-0.20057
0.96795,-0.19239,-0.16143
0.98193,-0.14497,-0.12165
0.99195,-0.096975,-0.081372
0.99799,-0.048586,-0.040768
1,-1.8763e-16,-1.5744e-16
